"Year","Year ending","Offence Division","Offence Subdivision","Offence Subgroup","Incidents Recorded","Rate per 100,000 population"
2024,"March","D Public order and security offences","D10 Weapons and explosives offences","D12 Prohibited and controlled weapons offences",6379,91.771483109
2024,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",176,2.532023989
2024,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",663,9.538249459
2024,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",1529,21.996958406
2024,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",1483,21.335179409
2024,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",268,3.855581984
2024,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",293,4.215244482
2024,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",186,2.675888989
2024,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",80,1.150919995
2024,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",140,2.014109991
2024,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",11,0.158251499
2024,"March","D Public order and security offences","D30 Public nuisance offences","D34 Defamation and libel",1,0.0143865
2024,"March","D Public order and security offences","D30 Public nuisance offences","D35 Improper movement on public or private space",2056,29.578643874
2024,"March","D Public order and security offences","D30 Public nuisance offences","D36 Other public nuisance offences",12,0.172637999
2024,"March","D Public order and security offences","D40 Public security offences","D41 Immigration offences",1,0.0143865
2024,"March","D Public order and security offences","D40 Public security offences","D43 Hacking",22,0.316502999
2024,"March","D Public order and security offences","D40 Public security offences","D44 Terrorism offences",1,0.0143865
2024,"March","D Public order and security offences","D40 Public security offences","D49 Other public security offences",2,0.028773
2024,"March","E Justice procedures offences","E10 Justice procedures","E11 Escape custody",50,0.719324997
2024,"March","E Justice procedures offences","E10 Justice procedures","E12 Fail to appear",3,0.0431595
2024,"March","E Justice procedures offences","E10 Justice procedures","E13 Resist or hinder officer",6273,90.246514115
2024,"March","E Justice procedures offences","E10 Justice procedures","E14 Pervert the course of justice or commit perjury",371,5.337391477
2024,"March","E Justice procedures offences","E10 Justice procedures","E15 Prison regulation offences",349,5.020888479
2024,"March","E Justice procedures offences","E10 Justice procedures","E19 Other justice procedures offences",1015,14.602297438
2024,"March","E Justice procedures offences","E20 Breaches of orders","E21 Breach family violence order",26125,375.847310897
2024,"March","E Justice procedures offences","E20 Breaches of orders","E22 Breach intervention order",3003,43.202659316
2024,"March","E Justice procedures offences","E20 Breaches of orders","E23 Breach bail conditions",20720,298.088278729
2024,"March","E Justice procedures offences","E20 Breaches of orders","E29 Breach of other orders",1549,22.284688405
2024,"March","F Other offences","F10 Regulatory driving offences","F11 Drink driving",4,0.057546
2024,"March","F Other offences","F10 Regulatory driving offences","F12 Drug driving",1,0.0143865
2024,"March","F Other offences","F10 Regulatory driving offences","F15 Licensing offences",2,0.028773
2024,"March","F Other offences","F10 Regulatory driving offences","F19 Other regulatory driving offences",10,0.143864999
2024,"March","F Other offences","F20 Transport regulation offences","F21 Public transport",52,0.748097997
2024,"March","F Other offences","F20 Transport regulation offences","F22 Aviation regulations offences",5,0.0719325
2024,"March","F Other offences","F20 Transport regulation offences","F23 Maritime regulations offences",98,1.409876994
2024,"March","F Other offences","F20 Transport regulation offences","F24 Pedestrian offences",5,0.0719325
2024,"March","F Other offences","F20 Transport regulation offences","F29 Other transport regulation offences",90,1.294784994
2024,"March","F Other offences","F30 Other government regulatory offences","F31 Betting and gaming offences",16,0.230183999
2024,"March","F Other offences","F30 Other government regulatory offences","F32 Commercial regulation offences",12,0.172637999
2024,"March","F Other offences","F30 Other government regulatory offences","F33 Liquor and tobacco licensing offences",81,1.165306495
2024,"March","F Other offences","F30 Other government regulatory offences","F34 Pornography and censorship offences",1,0.0143865
2024,"March","F Other offences","F30 Other government regulatory offences","F36 Prostitution offences",3,0.0431595
2024,"March","F Other offences","F30 Other government regulatory offences","F39 Other government regulatory offences",30,0.431594998
2024,"March","F Other offences","F90 Miscellaneous offences","F91 Environmental offences",55,0.791257497
2024,"March","F Other offences","F90 Miscellaneous offences","F92 Public health and safety offences",33,0.474754498
2024,"March","F Other offences","F90 Miscellaneous offences","F93 Cruelty to animals",110,1.582514993
2024,"March","F Other offences","F90 Miscellaneous offences","F94 Dangerous substance offences",6,0.086319
2024,"March","F Other offences","F90 Miscellaneous offences","F99 Other miscellaneous offences",22,0.316502999
2023,"March","A Crimes against the person","A10 Homicide and related offences","A11 Murder",48,0.706176351
2023,"March","A Crimes against the person","A10 Homicide and related offences","A12 Attempted murder",17,0.250104124
2023,"March","A Crimes against the person","A10 Homicide and related offences","A14 Manslaughter & A13  Accessory/ conspiracy to murder",23,0.338376168
2023,"March","A Crimes against the person","A10 Homicide and related offences","A15 Driving causing death",91,1.338792665
2023,"March","A Crimes against the person","A20 Assault and related offences","A211 FV Serious assault",7002,103.013475169
2023,"March","A Crimes against the person","A20 Assault and related offences","A212 Non-FV Serious assault",8374,123.198349195
2023,"March","A Crimes against the person","A20 Assault and related offences","A22 Assault police, emergency services or other authorised officer",1993,29.321030564
2023,"March","A Crimes against the person","A20 Assault and related offences","A231 FV Common assault",14414,212.058873334
2023,"March","A Crimes against the person","A20 Assault and related offences","A232 Non-FV Common assault",11240,165.362962139
2023,"March","A Crimes against the person","A30 Sexual offences","A31 Rape",3323,48.888000284
2023,"March","A Crimes against the person","A30 Sexual offences","A32 Indecent assault",3864,56.847196237
2023,"March","A Crimes against the person","A30 Sexual offences","A33 Incest",226,3.324913652
2023,"March","A Crimes against the person","A30 Sexual offences","A34 Sexual offences against children",838,12.328662124
2023,"March","A Crimes against the person","A30 Sexual offences","A39 Other sexual offences",785,11.548925737
2023,"March","A Crimes against the person","A40 Abduction and related offences","A41 Abduction",139,2.044969016
2023,"March","A Crimes against the person","A40 Abduction and related offences","A42 False imprisonment",274,4.031090002
2023,"March","A Crimes against the person","A40 Abduction and related offences","A43 Slavery and sexual servitude offences",1,0.014712007
2023,"March","A Crimes against the person","A50 Robbery","A51 Aggravated robbery",1779,26.172661
2023,"March","A Crimes against the person","A50 Robbery","A52 Non-aggravated robbery",230,3.383761681
2023,"March","A Crimes against the person","A60 Blackmail and extortion","A61 Blackmail",475,6.988203471
2023,"March","A Crimes against the person","A60 Blackmail and extortion","A62 Extortion",63,0.92685646
2023,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A711 FV Stalking",1254,18.448857164
2023,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A712 Non-FV Stalking",835,12.284526102
2023,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A721 FV Harassment and private nuisance",684,10.063012998
2023,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A722 Non-FV Harassment and private nuisance",585,8.606524275
2023,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A731 FV Threatening behaviour",2226,32.748928267
2023,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A732 Non-FV Threatening behaviour",2030,29.865374835
2023,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A81 Dangerous driving",1326,19.50812169
2023,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A82 Neglect or ill treatment of people",25,0.367800183
2023,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A83 Throw or discharge object endangering people",905,13.314366614
2023,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A89 Other dangerous or negligent acts endangering people",1994,29.335742572
2023,"March","B Property and deception offences","B10 Arson","B11 Cause damage by fire",1668,24.539628189
2023,"March","B Property and deception offences","B10 Arson","B12 Cause a bushfire",25,0.367800183
2023,"March","B Property and deception offences","B10 Arson","B19 Other fire related offences",258,3.795697885
2023,"March","B Property and deception offences","B20 Property damage","B21 Criminal damage",29314,431.267782219
2023,"March","B Property and deception offences","B20 Property damage","B22 Graffiti",3143,46.239838968
2023,"March","B Property and deception offences","B20 Property damage","B29 Other property damage offences",290,4.266482119
2023,"March","B Property and deception offences","B30 Burglary/Break and enter","B311 Residential aggravated burglary",4345,63.923671752
2023,"March","B Property and deception offences","B30 Burglary/Break and enter","B312 Non-residential aggravated burglary",118,1.736016862
2023,"March","B Property and deception offences","B30 Burglary/Break and enter","B319 Unknown aggravated burglary",12,0.176544088
2023,"March","B Property and deception offences","B30 Burglary/Break and enter","B321 Residential non-aggravated burglary",17041,250.707316531
2023,"March","B Property and deception offences","B30 Burglary/Break and enter","B322 Non-residential non-aggravated burglary",10553,155.255813119
2023,"March","B Property and deception offences","B30 Burglary/Break and enter","B329 Unknown non-aggravated burglary",65,0.956280475
2023,"March","B Property and deception offences","B40 Theft","B41 Motor vehicle theft",11561,170.085516485
2023,"March","B Property and deception offences","B40 Theft","B42 Steal from a motor vehicle",43649,642.164406976
2023,"March","B Property and deception offences","B40 Theft","B43 Steal from a retail store",16154,237.657766049
2023,"March","B Property and deception offences","B40 Theft","B44 Theft of a bicycle",6466,95.127839252
2023,"March","B Property and deception offences","B40 Theft","B45 Receiving or handling stolen goods",5477,80.577664025
2023,"March","B Property and deception offences","B40 Theft","B46 Fare evasion",15,0.22068011
2023,"March","B Property and deception offences","B40 Theft","B49 Other theft",34303,504.665986678
2023,"March","B Property and deception offences","B50 Deception","B51 Forgery and counterfeiting",1734,25.510620672
2023,"March","B Property and deception offences","B50 Deception","B52 Possess equipment to make false instrument",2,0.029424015
2023,"March","B Property and deception offences","B50 Deception","B53 Obtain benefit by deception",16338,240.364775394
2023,"March","B Property and deception offences","B50 Deception","B54 State false information",557,8.19458807
2023,"March","B Property and deception offences","B50 Deception","B55 Deceptive business practices",4,0.058848029
2023,"March","B Property and deception offences","B50 Deception","B56 Professional malpractice and misrepresentation",63,0.92685646
2023,"March","B Property and deception offences","B50 Deception","B59 Other deception offences",148,2.177377082
2023,"March","B Property and deception offences","B60 Bribery","B61 Bribery of officials",2,0.029424015
2023,"March","C Drug offences","C10 Drug dealing and trafficking","C11 Drug dealing",24,0.353088175
2023,"March","C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",2339,34.411385093
2023,"March","C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",747,10.989869459
2023,"March","C Drug offences","C20 Cultivate or manufacture drugs","C22 Manufacture drugs",1,0.014712007
2023,"March","C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",814,11.975573949
2023,"March","C Drug offences","C30 Drug use and possession","C31 Drug use",88,1.294656643
2023,"March","C Drug offences","C30 Drug use and possession","C32 Drug possession",10005,147.193633114
2023,"March","C Drug offences","C90 Other drug offences","C99 Other drug offences",10,0.147120073
2023,"March","D Public order and security offences","D10 Weapons and explosives offences","D11 Firearms offences",2440,35.897297831
2023,"March","D Public order and security offences","D10 Weapons and explosives offences","D12 Prohibited and controlled weapons offences",6461,95.054279215
2023,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",184,2.707009345
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",676,9.94531694
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",3120,45.9014628
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",1514,22.273979064
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",274,4.031090002
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",337,4.957946463
2023,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",231,3.398473688
2023,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",67,0.98570449
2023,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",103,1.515336753
2023,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",17,0.250104124
2023,"March","D Public order and security offences","D30 Public nuisance offences","D34 Defamation and libel",40,0.588480292
2023,"March","D Public order and security offences","D30 Public nuisance offences","D35 Improper movement on public or private space",1933,28.438310126
2023,"March","D Public order and security offences","D30 Public nuisance offences","D36 Other public nuisance offences",13,0.191256095
2023,"March","D Public order and security offences","D40 Public security offences","D41 Immigration offences",2,0.029424015
2023,"March","D Public order and security offences","D40 Public security offences","D43 Hacking",30,0.441360219
2023,"March","D Public order and security offences","D40 Public security offences","D44 Terrorism offences",1,0.014712007
2023,"March","E Justice procedures offences","E10 Justice procedures","E11 Escape custody",58,0.853296424
2023,"March","E Justice procedures offences","E10 Justice procedures","E13 Resist or hinder officer",6059,89.140052278
2023,"March","E Justice procedures offences","E10 Justice procedures","E14 Pervert the course of justice or commit perjury",437,6.429147193
2023,"March","E Justice procedures offences","E10 Justice procedures","E15 Prison regulation offences",346,5.090354528
2023,"March","E Justice procedures offences","E10 Justice procedures","E19 Other justice procedures offences",943,13.873422891
2023,"March","E Justice procedures offences","E20 Breaches of orders","E21 Breach family violence order",24727,363.783804699
2023,"March","E Justice procedures offences","E20 Breaches of orders","E22 Breach intervention order",2704,39.78126776
2023,"March","E Justice procedures offences","E20 Breaches of orders","E23 Breach bail conditions",20619,303.346878678
2023,"March","E Justice procedures offences","E20 Breaches of orders","E29 Breach of other orders",1184,17.419016652
2023,"March","F Other offences","F10 Regulatory driving offences","F11 Drink driving",1,0.014712007
2023,"March","F Other offences","F10 Regulatory driving offences","F12 Drug driving",1,0.014712007
2023,"March","F Other offences","F10 Regulatory driving offences","F19 Other regulatory driving offences",8,0.117696058
2023,"March","F Other offences","F20 Transport regulation offences","F21 Public transport",78,1.14753657
2023,"March","F Other offences","F20 Transport regulation offences","F22 Aviation regulations offences",9,0.132408066
2023,"March","F Other offences","F20 Transport regulation offences","F23 Maritime regulations offences",76,1.118112555
2023,"March","F Other offences","F20 Transport regulation offences","F24 Pedestrian offences",1,0.014712007
2023,"March","F Other offences","F20 Transport regulation offences","F29 Other transport regulation offences",74,1.088688541
2023,"March","F Other offences","F30 Other government regulatory offences","F31 Betting and gaming offences",17,0.250104124
2023,"March","F Other offences","F30 Other government regulatory offences","F32 Commercial regulation offences",8,0.117696058
2023,"March","F Other offences","F30 Other government regulatory offences","F33 Liquor and tobacco licensing offences",58,0.853296424
2023,"March","F Other offences","F30 Other government regulatory offences","F34 Pornography and censorship offences",3,0.044136022
2023,"March","F Other offences","F30 Other government regulatory offences","F36 Prostitution offences",9,0.132408066
2023,"March","F Other offences","F30 Other government regulatory offences","F39 Other government regulatory offences",27,0.397224197
2023,"March","F Other offences","F90 Miscellaneous offences","F91 Environmental offences",59,0.868008431
2023,"March","F Other offences","F90 Miscellaneous offences","F92 Public health and safety offences",205,3.015961498
2023,"March","F Other offences","F90 Miscellaneous offences","F93 Cruelty to animals",103,1.515336753
2023,"March","F Other offences","F90 Miscellaneous offences","F94 Dangerous substance offences",3,0.044136022
2023,"March","F Other offences","F90 Miscellaneous offences","F99 Other miscellaneous offences",32,0.470784234
2022,"March","A Crimes against the person","A10 Homicide and related offences","A11 Murder",46,0.695364879
2022,"March","A Crimes against the person","A10 Homicide and related offences","A12 Attempted murder",17,0.256982673
2022,"March","A Crimes against the person","A10 Homicide and related offences","A14 Manslaughter & A13  Accessory/ conspiracy to murder",22,0.332565812
2022,"March","A Crimes against the person","A10 Homicide and related offences","A15 Driving causing death",76,1.148863713
2022,"March","A Crimes against the person","A20 Assault and related offences","A211 FV Serious assault",7262,109.776951133
2022,"March","A Crimes against the person","A20 Assault and related offences","A212 Non-FV Serious assault",8113,122.641201397
2022,"March","A Crimes against the person","A20 Assault and related offences","A22 Assault police, emergency services or other authorised officer",2028,30.656521192
2022,"March","A Crimes against the person","A20 Assault and related offences","A231 FV Common assault",13855,209.440878264
2022,"March","A Crimes against the person","A20 Assault and related offences","A232 Non-FV Common assault",9870,149.201116454
2022,"March","A Crimes against the person","A30 Sexual offences","A31 Rape",3379,51.079085359
2022,"March","A Crimes against the person","A30 Sexual offences","A32 Indecent assault",3788,57.261786132
2022,"March","A Crimes against the person","A30 Sexual offences","A33 Incest",211,3.189608467
2022,"March","A Crimes against the person","A30 Sexual offences","A34 Sexual offences against children",909,13.741014676
2022,"March","A Crimes against the person","A30 Sexual offences","A39 Other sexual offences",614,9.281609473
2022,"March","A Crimes against the person","A40 Abduction and related offences","A41 Abduction",131,1.980278243
2022,"March","A Crimes against the person","A40 Abduction and related offences","A42 False imprisonment",277,4.187305902
2022,"March","A Crimes against the person","A40 Abduction and related offences","A43 Slavery and sexual servitude offences",2,0.030233256
2022,"March","A Crimes against the person","A50 Robbery","A51 Aggravated robbery",1564,23.64240589
2022,"March","A Crimes against the person","A50 Robbery","A52 Non-aggravated robbery",203,3.068675445
2022,"March","A Crimes against the person","A60 Blackmail and extortion","A61 Blackmail",150,2.267494171
2022,"March","A Crimes against the person","A60 Blackmail and extortion","A62 Extortion",56,0.846531157
2022,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A711 FV Stalking",1251,18.910901386
2022,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A712 Non-FV Stalking",863,13.045649797
2022,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A721 FV Harassment and private nuisance",691,10.445589815
2022,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A722 Non-FV Harassment and private nuisance",670,10.128140631
2022,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A731 FV Threatening behaviour",2346,35.463608835
2022,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A732 Non-FV Threatening behaviour",1953,29.522774107
2022,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A81 Dangerous driving",1100,16.628290588
2022,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A82 Neglect or ill treatment of people",34,0.513965345
2022,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A83 Throw or discharge object endangering people",843,12.743317241
2022,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A89 Other dangerous or negligent acts endangering people",2028,30.656521192
2022,"March","B Property and deception offences","B10 Arson","B11 Cause damage by fire",1634,24.700569836
2022,"March","B Property and deception offences","B10 Arson","B12 Cause a bushfire",60,0.906997668
2022,"March","B Property and deception offences","B10 Arson","B19 Other fire related offences",267,4.036139624
2022,"March","B Property and deception offences","B20 Property damage","B21 Criminal damage",28387,429.115713553
2022,"March","B Property and deception offences","B20 Property damage","B22 Graffiti",2927,44.246369591
2022,"March","B Property and deception offences","B20 Property damage","B29 Other property damage offences",251,3.79427358
2022,"March","B Property and deception offences","B30 Burglary/Break and enter","B311 Residential aggravated burglary",3289,49.718588857
2022,"March","B Property and deception offences","B30 Burglary/Break and enter","B312 Non-residential aggravated burglary",96,1.451196269
2022,"March","B Property and deception offences","B30 Burglary/Break and enter","B319 Unknown aggravated burglary",5,0.075583139
2022,"March","B Property and deception offences","B30 Burglary/Break and enter","B321 Residential non-aggravated burglary",15444,233.461199849
2022,"March","B Property and deception offences","B30 Burglary/Break and enter","B322 Non-residential non-aggravated burglary",8716,131.756527965
2022,"March","B Property and deception offences","B30 Burglary/Break and enter","B329 Unknown non-aggravated burglary",63,0.952347552
2022,"March","B Property and deception offences","B40 Theft","B41 Motor vehicle theft",10241,154.80938537
2022,"March","B Property and deception offences","B40 Theft","B42 Steal from a motor vehicle",41871,632.948322901
2022,"March","B Property and deception offences","B40 Theft","B43 Steal from a retail store",13778,208.276897923
2022,"March","B Property and deception offences","B40 Theft","B44 Theft of a bicycle",6585,99.542994108
2022,"March","B Property and deception offences","B40 Theft","B45 Receiving or handling stolen goods",5026,75.976171357
2022,"March","B Property and deception offences","B40 Theft","B46 Fare evasion",10,0.151166278
2022,"March","B Property and deception offences","B40 Theft","B49 Other theft",30017,453.755816878
2022,"March","B Property and deception offences","B50 Deception","B51 Forgery and counterfeiting",1775,26.832014357
2022,"March","B Property and deception offences","B50 Deception","B52 Possess equipment to make false instrument",7,0.105816395
2022,"March","B Property and deception offences","B50 Deception","B53 Obtain benefit by deception",14740,222.819093873
2022,"March","B Property and deception offences","B50 Deception","B54 State false information",529,7.99669611
2022,"March","B Property and deception offences","B50 Deception","B55 Deceptive business practices",6,0.090699767
2022,"March","B Property and deception offences","B50 Deception","B56 Professional malpractice and misrepresentation",83,1.254680108
2022,"March","B Property and deception offences","B50 Deception","B59 Other deception offences",176,2.660526494
2022,"March","B Property and deception offences","B60 Bribery","B61 Bribery of officials",3,0.045349883
2022,"March","C Drug offences","C10 Drug dealing and trafficking","C11 Drug dealing",29,0.438382206
2022,"March","C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",2456,37.126437894
2022,"March","C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",862,13.03053317
2022,"March","C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",541,8.178095644
2022,"March","C Drug offences","C30 Drug use and possession","C31 Drug use",123,1.85934522
2022,"March","C Drug offences","C30 Drug use and possession","C32 Drug possession",9479,143.290514981
2022,"March","C Drug offences","C90 Other drug offences","C99 Other drug offences",15,0.226749417
2022,"March","D Public order and security offences","D10 Weapons and explosives offences","D11 Firearms offences",2488,37.610169983
2022,"March","D Public order and security offences","D10 Weapons and explosives offences","D12 Prohibited and controlled weapons offences",5837,88.235756509
2022,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",196,2.96285905
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",534,8.072279249
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",3209,48.509258632
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",1511,22.841224616
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",324,4.897787409
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",271,4.096606136
2022,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",170,2.569826727
2022,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",77,1.163980341
2022,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",99,1.496546153
2022,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",12,0.181399534
2022,"March","D Public order and security offences","D30 Public nuisance offences","D34 Defamation and libel",1,0.015116628
2022,"March","D Public order and security offences","D30 Public nuisance offences","D35 Improper movement on public or private space",1692,25.577334249
2022,"March","D Public order and security offences","D30 Public nuisance offences","D36 Other public nuisance offences",31,0.468615462
2022,"March","D Public order and security offences","D40 Public security offences","D41 Immigration offences",1,0.015116628
2022,"March","D Public order and security offences","D40 Public security offences","D43 Hacking",18,0.272099301
2022,"March","D Public order and security offences","D40 Public security offences","D44 Terrorism offences",6,0.090699767
2022,"March","E Justice procedures offences","E10 Justice procedures","E11 Escape custody",57,0.861647785
2022,"March","E Justice procedures offences","E10 Justice procedures","E13 Resist or hinder officer",6009,90.835816491
2022,"March","E Justice procedures offences","E10 Justice procedures","E14 Pervert the course of justice or commit perjury",448,6.772249257
2022,"March","E Justice procedures offences","E10 Justice procedures","E15 Prison regulation offences",359,5.426869383
2022,"March","E Justice procedures offences","E10 Justice procedures","E19 Other justice procedures offences",891,13.468915376
2022,"March","E Justice procedures offences","E20 Breaches of orders","E21 Breach family violence order",23698,358.233845767
2022,"March","E Justice procedures offences","E20 Breaches of orders","E22 Breach intervention order",2519,38.078785445
2022,"March","E Justice procedures offences","E20 Breaches of orders","E23 Breach bail conditions",16216,245.131236516
2022,"March","E Justice procedures offences","E20 Breaches of orders","E29 Breach of other orders",983,14.859645134
2022,"March","F Other offences","F10 Regulatory driving offences","F11 Drink driving",1,0.015116628
2022,"March","F Other offences","F10 Regulatory driving offences","F19 Other regulatory driving offences",15,0.226749417
2022,"March","F Other offences","F20 Transport regulation offences","F21 Public transport",45,0.680248251
2022,"March","F Other offences","F20 Transport regulation offences","F22 Aviation regulations offences",7,0.105816395
2022,"March","F Other offences","F20 Transport regulation offences","F23 Maritime regulations offences",77,1.163980341
2022,"March","F Other offences","F20 Transport regulation offences","F24 Pedestrian offences",2,0.030233256
2022,"March","F Other offences","F20 Transport regulation offences","F29 Other transport regulation offences",28,0.423265579
2022,"March","F Other offences","F30 Other government regulatory offences","F31 Betting and gaming offences",15,0.226749417
2022,"March","F Other offences","F30 Other government regulatory offences","F32 Commercial regulation offences",20,0.302332556
2022,"March","F Other offences","F30 Other government regulatory offences","F33 Liquor and tobacco licensing offences",44,0.665131624
2022,"March","F Other offences","F30 Other government regulatory offences","F34 Pornography and censorship offences",1,0.015116628
2022,"March","F Other offences","F30 Other government regulatory offences","F36 Prostitution offences",11,0.166282906
2022,"March","F Other offences","F30 Other government regulatory offences","F39 Other government regulatory offences",38,0.574431857
2022,"March","F Other offences","F90 Miscellaneous offences","F91 Environmental offences",31,0.468615462
