"id","title","description","issued","modified","publisher","version","doi"
"ark:/88434/mds00zcsr4","NIST Simulation of Electron Spectra for Surface Analysis (SESSA) - SRD 100",NA,NA,"2014-11-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds004p57s","FIB SEM image data set of Caenorhabditis elegans exposed to 60 nm Au nanoparticles",NA,NA,"2015-09-20","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00mmt1r","SRM 1946 Lake Superior Fish Tissue",NA,NA,"2016-09-27","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds01709p3","NIST Electron Effective Attenuation Length Database - SRD 82",NA,NA,"2011-01-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds002k4c6","A Library to Enable the Modeling of Optical Imaging of Finite Multi-Line Arrays.",NA,NA,"2016-07-06","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00r072n","DFT Benchmarking",NA,NA,"2017-10-20","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00mfd27","SRM 2685c Bituminous Coal (Nominal Mass Fraction 5 % Sulfur)",NA,NA,"2017-01-05","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00cc8jr","NIST HIV Structural Database - SRD 102",NA,NA,"2005-07-19","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00hktkb","SRM 1953 Organic Contaminants in Non-Fortified Human Milk",NA,NA,"2017-01-06","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds005h76d","ZENO: Software for calculating hydrodynamic, electrical, and shape properties of polymer and particle suspensions",NA,NA,"2016-10-25","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00s4690","SRM 3133 Mercury (Hg) Standard Solution Lot No. 160921",NA,NA,"2016-09-14","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds012mz82","NIST Handbook of Basic Atomic Spectroscopic Data - SRD 108",NA,NA,"2005-08-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds004b977","SRM 3101a Aluminum (Al) Standard Solution, Lot No. 140903",NA,NA,"2016-09-14","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds0196n9r","Dataset from Influence of Fire on the Lateral Resistance of Cold-Formed Steel Shear Walls - Phase I",NA,NA,"2018-02-22","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds011j6rc","NIST Reference Fluid Thermodynamic and Transport Properties Database (REFPROP) - SRD 23",NA,NA,"2013-04-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds0021drk","NIST Chemistry WebBook - SRD 69",NA,NA,"2017-06-21","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds009tthz","PMC (PubMed Central) Availability Statistics",NA,NA,"2017-04-20","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00xcn71","SRM 3147a Samarium (Sm) Standard Solution Lot No. 140115",NA,NA,"2016-09-14","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00pv2gt","NIST/EPA Gas-Phase Infrared; JCAMP Format - SRD 35",NA,NA,"2004-12-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00n44t4","SRM 3184 Bromide Anion (Br-) Standard Solution",NA,NA,"2016-09-06","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds014xq92","IFC File Analyzer Software",NA,NA,"2017-03-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds01fcfb8","NIST Ground Levels and Ionization Energies for the Neutral Atoms - SRD 111",NA,NA,"2013-09-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds016kpx7","NIST Visible Cement Dataset",NA,NA,"2013-09-25","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds0001gh3","1000+ z-stack experiment",NA,NA,"2017-02-21","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds019j291","NIST XCOM: Photon Cross Sections Database - SRD 8",NA,NA,"2010-11-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00bsnkj","NIST Biofuel Database - SRD 153",NA,NA,"2010-01-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00s64dg","NIST Property Data Summaries for Oxide Glasses - SRD 137",NA,NA,"2015-06-22","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds016mwvj","SRM 915b Calcium Carbonate",NA,NA,"2016-09-06","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00qphfr","NIST Structured Forms Reference Set of Binary Images (SFRS) - NIST Special Database 2",NA,NA,"2017-01-10","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds0080gn1","SRM 2690 Coal Fly Ash",NA,NA,"2017-01-05","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds0085901","FEASST: Free Energy and Advanced Sampling Simulation Toolkit",NA,NA,"2017-11-02","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00x4ctt","STEP File Analyzer Software",NA,NA,"2017-03-16","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00pg6br","NIST Triatomic Spectral Database - SRD 117",NA,NA,"2003-07-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00805b1","SRM 3181 Sulfate Anion (SO42-) Standard Solution",NA,NA,"2016-09-06","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00wv3dr","NIST CODATA Fundamental Physical Constants - SRD 121",NA,NA,"2014-01-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00tf5pn","NIST Handprinted Forms and Characters - NIST Special Database 19",NA,NA,"2016-08-18","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00nbzg7","Dictionary of Algorithms and Data Structures (DADS)",NA,NA,"2017-02-22","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds011kw9r","SRM 924a Lithium Carbonate",NA,NA,"2017-01-05","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00wswxq","SRM 2775 Sulfur in Foundry Coke",NA,NA,"2017-01-05","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00xmwqs","NIST-JANAF Thermochemical Tables - SRD 13",NA,NA,"2013-01-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds01fxwf8","SRM 3672 Organic Contaminants in Smokers' Urine (Frozen)",NA,NA,"2017-01-06","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds004gsq1","SRM 3143 Rhenium (Re) Standard Solution Lot No. 140825",NA,NA,"2016-09-14","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00cz6hw","Data from: Collaborative Guarded-Hot-Plate Tests between the Laboratoire national de métrologie et d'essais and the National Institute of Standards and Technology",NA,NA,"2016-06-14","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00z6vc5","NIST Internet Time Service",NA,NA,"2015-11-30","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00rpw0r","SRM 909c Frozen Human Serum",NA,NA,"2015-09-04","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00348x0","Volatile Data Stream (VDS) for the Smart Manufacturing Systems (SMS) Test Bed using MTConnect",NA,NA,"2016-06-06","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00wpm2k","SRM 3151 Silver (Ag) Standard Solution Lot No. 160729",NA,NA,"2016-09-14","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds004qjr9","DICOM files for ""RECIST and Volumetric CT Measurements of Injected-Water Phantoms"" by ZH Levine, HH Chen-Mayer, AP Peskin, and AL Pintar.",NA,NA,"2012-03-14","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds013gm4s","SRM 3180 Iodide Anion (I-) Standard Solution",NA,NA,"2016-09-06","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds0118650","NIST Semantics for Biological Data Resource: Cell Image Database - SRD 165",NA,NA,"2016-06-13","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00rfmj1","SRM 691 Iron Oxide Reduced",NA,NA,"2017-01-05","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds004b8fv","SRM 672 Nickel Oxide No. 2",NA,NA,"2017-01-05","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds013bgwf","SRM 2682c Subbituminous Coal (Nominal Mass Fraction 0.5 % Sulfur)",NA,NA,"2017-01-05","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00d1jmk","Certified values of iodine in CRMs of food matrices in mg/kg units.  The uncertainties are expanded uncertainties at approximately 95% confidence.",NA,NA,"2017-08-18","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds0166f20","Mass spectra of sulfonephthalein pH indicator dyes and their impurities",NA,NA,"2015-11-25","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds01ds946","SRM 2950a Respirable Alpha Quartz on Filter Media (Nominal Mass of Alpha Quartz: 5 µg to 500 µg)",NA,NA,"2016-09-02","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds01fkz7n","NIST Tables of X-Ray Mass Attenuation Coefficients and Mass Energy-Absorption Coefficients - SRD 126",NA,NA,"2004-07-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds0033f1h","NIST FLYCHK Collisional-Radiative Code - SRD 160",NA,NA,"2013-01-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds016hkvv","SRM 2378 Fatty Acids in Human Serum",NA,NA,"2017-01-26","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds0191zpj","NIST X-Ray Form Factor, Attenuation and Scattering Tables - SRD 66",NA,NA,"2005-08-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00ktz93","SRM 194a Ammonium Dihydrogen Phosphate",NA,NA,"2016-09-06","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00gtjwv","NIST Property Data Summaries for Fracture Toughness - SRD 138",NA,NA,"2015-06-22","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds013h691","SRM 3532 Calcium-Containing Solid Oral Dosage Form",NA,NA,"2015-08-27","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds010t1dz","SRM 2776 Sulfur in Furnace Coke",NA,NA,"2017-01-05","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds012v384","NIST Short Tandem Repeat DNA Internet Database - SRD 130",NA,NA,"2017-03-03","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds014d6xd","SRM 3163 Tungsten (W) Standard Solution, Lot No. 140606",NA,NA,"2017-01-04","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00wmbp4","NIST Diatomic Spectral Database - SRD 114",NA,NA,"2005-11-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00sxbvh","NIST Mugshot Identification Database (MID) - NIST Special Database 18",NA,NA,"2005-01-09","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00ds63v","Performance data of a robotic system with a robotic hand and a robotic gripper completing a peg-in-hole assembly task",NA,NA,"2016-10-25","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds006hdnz","SRM 1633c Trace Elements in Coal Fly Ash",NA,NA,"2017-01-05","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds01517mq","SRM 3252 Protein Drink Mix",NA,NA,"2015-08-27","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00kwrh6","NIST REFLEAK: NIST Leak/Recharge Simulation Program for Refrigerant Mixtures - SRD 73",NA,NA,"2012-01-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds019bfm9","CT data for ""Intrinsic dimensionality of Hounsfield unit measurements: Implications for a link to the SI""",NA,NA,"2017-11-09","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds0147p62","Measurement of the Behavior of Steel Beams under Localized Fire Exposure",NA,NA,"2017-08-14","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds01bbdp8","Tutorials in Analytical Chemistry",NA,NA,"2016-11-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds0078h6z","Photofading of Direct Dyes on Cotton Measured Using Microspectrophotometery (MSP)",NA,NA,"2017-01-13","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds015nb61","NIST/EPA/NIH Mass Spectral Library with Search Program - SRD 1a",NA,NA,"2014-01-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00qd7f9","SRM 1945 Organics in Whale Blubber",NA,NA,"2016-09-27","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds017qp10","SRM 3166a Ytterbium (Yb) Standard Solution Lot No 140114",NA,NA,"2016-09-14","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds0180hwh","NIST Digital Video 1 - NIST Special Database 26",NA,NA,"2000-01-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00fzb5g","NIST Atomic Spectra Database - SRD 78",NA,NA,"2017-11-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds0052gnp","NIST Campus Photovoltaic (PV) Arrays and Weather Station Data Sets",NA,NA,"2016-12-31","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00mqhx6","CORR-DATA",NA,NA,"1997-01-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds003z60t","Joint Quantum State and Measurement Tomography",NA,NA,"2018-02-17","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds01fcfb8","NIST Ground Levels and Ionization Energies for the Neutral Atoms - SRD 111",NA,NA,"2013-09-01","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds019bfm9","CT data for ""Intrinsic dimensionality of Hounsfield unit measurements: Implications for a link to the SI""",NA,NA,"2017-11-09","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds2-2222","SHREC'12 Track: Sketch-Based 3D Shape Retrieval",NA,"2020-04-14","2012-01-30 00:00:00","National Institute of Standards and Technology","1.1.0","doi:10.18434/M32222"
"ark:/88434/mds00wnngt","NIST SAMATE Software Assurance Reference Dataset",NA,NA,"2015-11-18","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds007tmvd","NIST Stopping-Power & Range Tables for Electrons, Protons, and Helium Ions - SRD 124",NA,NA,"2005-08-01 00:00:00","National Institute of Standards and Technology","1.0.1","doi:10.18434/T4NC7P"
"ark:/88434/mds2-2343","Carbon Dioxide Mole Fraction Measurements and Model Output in the Northeast Corridor: Baltimore/Washington and Los Angeles Megacity for Jan-May 2018, Jan-May 2019, and Jan-May 2020.",NA,"2021-01-28T15:09:50.0","2020-12-17 00:00:00","National Institute of Standards and Technology","1.0.1","doi:10.18434/mds2-2343"
"ark:/88434/mds00r974q","IUPAC/NIST Solubility Database - SRD 106",NA,NA,"2014-01-01 00:00:00","National Institute of Standards and Technology","1.0.1","doi:10.18434/T4QC79"
"ark:/88434/mds1199rn2","pyMCR: A Python Library for Multivariate Curve Resolution Analysis.",NA,NA,"2019-04-19","National Institute of Standards and Technology","1.0.0","doi:10.18434/M32064"
"ark:/88434/mds10spzn9","NIST's Integrated Colony Enumerator",NA,NA,"2018-06-30 00:00:00","National Institute of Standards and Technology","1.1.0","doi:10.18434/M32073"
"ark:/88434/mds2-2518","Automated Cryptographic Validation Test System Generators and Validators",NA,"2022-01-05T14:06:41.0","2021-12-08 00:00:00","National Institute of Standards and Technology","1.0.2","doi:10.18434/mds2-2518"
"ark:/88434/mds2-2280","Comparison of primary laser spectroscopy and mass spectrometry methods for measuring mass concentration of gaseous elemental mercury",NA,NA,"2020-07-30","National Institute of Standards and Technology","1.0.0","doi:10.18434/M32280"
"ark:/88434/mds01dp7vr","NIST High Temperature Superconducting (HTS) Materials Database - SRD 62",NA,NA,"2015-06-22","National Institute of Standards and Technology","1.0.0","doi:10.18434/T4KP8J"
"ark:/88434/mds2-2182","UE-to-Network Relay Discovery in ProSe-enabled LTE Networks",NA,NA,"2019-10-16 00:00:00","National Institute of Standards and Technology","1.0.1","doi:10.18434/M32182"
"ark:/88434/mds2-2279","AWS-3 LTE Impacts on Aeronautical Mobile Telemetry",NA,NA,"2020-09-14 00:00:00","National Institute of Standards and Technology","1.0.1","doi:10.18434/M32279"
"ark:/88434/mds00rfmj1","SRM 691 Iron Oxide Reduced",NA,NA,"2017-01-05","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds2-2209","A Benchmark for Automatic Best View Selection of 3D Objects",NA,NA,"2010-04-07 00:00:00","National Institute of Standards and Technology","1.0.0","doi:10.18434/M32209"
"ark:/88434/mds2-2294","Estimating the Effect of 16 CFR Part 1633 on Fire Outcomes: Data Release",NA,NA,"2020-08-28","National Institute of Standards and Technology","1.0.0","doi:10.18434/mds2-2294"
"ark:/88434/mds2-2548","Simulation Files (.prj and .cvf) for Virus Particle Exposure in Residences (ViPER) Webtool",NA,NA,"2021-11-16 00:00:00","National Institute of Standards and Technology","1.1.0","doi:10.18434/mds2-2548"
"ark:/88434/mds1187rp8","Hydrogen-Deuterium Exchange Mass Spectrometry (HDX-MS) Centroid Data measured between 3.6 degrees C and 25.4 degrees C for the Fab Fragment of NISTmAb",NA,NA,"2018-09-28","National Institute of Standards and Technology","1.0.2","doi:10.18434/8SX3-NQ49"
"ark:/88434/mds002nqhc","SRM 693 Iron Ore (Nimba)",NA,NA,"2017-01-05","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00qm9jh","NIST Wavenumbers for Calibration of IR Spectrometers  - SRD 118",NA,NA,"1998-04-01 00:00:00","National Institute of Standards and Technology","1.0.2","doi:10.18434/T49598"
"ark:/88434/mds014z4z4","SRM 673 Nickel Oxide No. 3",NA,NA,"2017-01-05","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds2-2462","2021 MML Accolades Program",NA,NA,"2021-09-08 00:00:00","National Institute of Standards and Technology","1.0.0","doi:10.18434/mds2-2462"
"ark:/88434/mds01709p3","NIST Electron Effective-Attenuation-Length Database - SRD 82",NA,NA,"2011-01-01 00:00:00","National Institute of Standards and Technology","1.0.3","doi:10.18434/T4MK5P"
"ark:/88434/mds00dv1z8","NIST NIST Backscattering-Correction-Factor Database for Auger Electron Spectroscopy - SRD 154",NA,NA,"2015-07-01 00:00:00","National Institute of Standards and Technology","1.0.3","doi:10.18434/T4JG6D"
"ark:/88434/mds2-2422","ThermoML/Data Archive",NA,"2021-08-05T14:07:19","2021-03-05 00:00:00","National Institute of Standards and Technology","1.2.6","doi:10.18434/mds2-2422"
"ark:/88434/mds1020svb","SRM 968f Fat-Soluble Vitamins in Human Serum",NA,NA,"2016-08-31 00:00:00","National Institute of Standards and Technology","1.0.0","doi:10.18434/M31744"
"ark:/88434/mds00hhndf","SRM 2689 Coal Fly Ash",NA,NA,"2017-01-05","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds2-2230","Optimal Bayesian Experimental Design Version 1.0.1",NA,"2020-04-13","2020-04-01 00:00:00","National Institute of Standards and Technology","1.0.1","doi:10.18434/M32230"
"ark:/88434/mds00s8hvd","SRM 2692c Bituminous Coal (Nominal Mass Fraction 1 % Sulfur)",NA,NA,"2017-01-05","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds2-2133","test of midas 3.4 by peter",NA,"2019-09-24","2019-09-09 00:00:00","National Institute of Standards and Technology","1.0.2","doi:10.18434/M32133"
"ark:/88434/mds00b5gpm","NIST Electron-Impact Ionization Cross Section Database - SRD 107",NA,NA,"2005-08-01 00:00:00","National Institute of Standards and Technology","1.0.1","doi:10.18434/T4KK5C"
"ark:/88434/mds2-2202","Data for Numisheet 2020 uniaxial tensile and tension/compression tests",NA,"2020-04-14","2020-04-03 00:00:00","National Institute of Standards and Technology","1.2.0","doi:10.18434/M32202"
"ark:/88434/mds10nn48x","25-Hydroxyvitamin D Isomerizes to Pre-25-hydroxyvitamin D in Solution: Considerations for Calibration in Clinical Measurements",NA,NA,"2015-09-24 00:00:00","National Institute of Standards and Technology","1.0.1","doi:10.18434/M31517"
"ark:/88434/mds013sp6t","SRM 1974c Organics in Mussel Tissue (Mytilus edulis)",NA,NA,"2017-01-06","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds00g5k3x","SRM 3290 Dry Cat Food",NA,NA,"2015-08-27 00:00:00","National Institute of Standards and Technology","1.0.1","doi:10.18434/mds2-1721"
"ark:/88434/mds2-2243","Independent Calculation of Move Lists for Incumbent Protection in a Multi-SAS Shared Spectrum Environment",NA,NA,"2021-01-28","National Institute of Standards and Technology","1.0.0","doi:10.18434/M32243"
"ark:/88434/mds2-2130","Characterizing LTE User Equipment Emissions: Factor Screening Data",NA,"2019-10-07","2019-09-27 00:00:00","National Institute of Standards and Technology","1.1.1","doi:10.18434/M32130"
"ark:/88434/mds2-2510","Virus Particle Exposure in Residences (ViPER) Webtool",NA,NA,"2021-11-16 00:00:00","National Institute of Standards and Technology","1.0.0","doi:10.18434/mds2-2510"
"ark:/88434/mds01ff8t0","SRM 3669 Arsenic Species in Frozen Human Urine (Elevated Levels)",NA,NA,"2016-09-02","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds2-2361","Process and robot data from a two robot workcell representative performing representative manufacturing operations. ",NA,"2021-04-05T14:23:08.0","2018-12-06 00:00:00","National Institute of Standards and Technology","1.1.0","doi:10.18434/mds2-2361"
"ark:/88434/mds016hkvv","SRM 2378 Fatty Acids in Human Serum",NA,NA,"2017-01-26","National Institute of Standards and Technology","1.0.0",NA
"ark:/88434/mds2-2196","NIST Soft MUD:  A reference implementation of a Manufacturer's Usage Description (MUD) manager using Software Defined Networking (SDN).",NA,"2021-08-05T14:00:09.0","2020-03-23 00:00:00","National Institute of Standards and Technology","1.0.2","doi:10.18434/M32196"
"ark:/88434/mds2-2366","NIST/NIBIB Medical Imaging Phantom Lending Library",NA,"2021-05-12T19:20:22.0","2021-02-18 00:00:00","National Institute of Standards and Technology","1.1.0","doi:10.18434/mds2-2366"
"ark:/88434/mds2-2120","ml_uncertainty: A Python module for estimating uncertainty in predictions of machine learning models",NA,NA,"2019-06-10 00:00:00","National Institute of Standards and Technology","1.0.0","doi:10.18434/M32120"
